full_name,a,e,i,q,H,neo,pha,diameter,albedo,diameter_sigma,orbit_id,n,per,moid
162058 (1997 AE12),2.367,0.5543,4.85,1.055,17.99,Y,N,0.847,0.186,0.01,JPL 130,0.2706,1330,0.0878
723661 (2007 ES),1.57,0.5952,35.19,0.635,18.78,Y,N,0.848,,0.02,JPL 27,0.5012,718,0.354
523816 (2009 ST103),2.701,0.7184,15.74,0.76,18.14,Y,Y,0.851,0.141,0.01,JPL 43,0.2221,1620,0.0371
       (2011 LA19),2.912,0.6515,19.21,1.015,19.17,Y,Y,0.852,0.056,0.43,JPL 68,0.1983,1820,0.0287
       (2010 OK126),1.956,0.4462,52.57,1.083,20.56,Y,N,0.854,0.013,0.01,JPL 21,0.3604,999,0.148
       (2003 SS214),2.365,0.536,8.11,1.097,20,Y,N,0.856,0.022,0.25,JPL 31,0.271,1330,0.11
366774 (2004 TB18),1.815,0.4507,13.2,0.997,17.87,Y,Y,0.859,0.199,0.01,JPL 158,0.4032,893,0.021
142563 (2002 TR69),1.66,0.3436,20.49,1.09,17.21,Y,N,0.86,0.378,0.14,JPL 144,0.4609,781,0.105
535148 (2014 XR6),2.588,0.5321,27.14,1.211,18.38,Y,N,0.861,0.114,0.34,JPL 82,0.2367,1520,0.429
185851 (2000 DP107),1.365,0.3765,8.67,0.851,18.31,Y,Y,0.863,0.137,0.04,JPL 356,0.6179,583,0.0149
       (2016 LX48),3.222,0.6913,5.58,0.995,19.34,Y,Y,0.864,0.045,0.1,JPL 104,0.1704,2110,0.0152
 23606 (1996 AS1),1.75,0.3611,14.36,1.118,18.39,Y,N,0.866,0.123,0.01,JPL 138,0.4257,846,0.103
       (2010 FZ80),2.749,0.745,27.34,0.701,20.33,Y,N,0.867,0.018,0.01,JPL 16,0.2162,1670,0.297
463664 (2014 JY24),1.632,0.5928,19.96,0.665,18.64,Y,N,0.868,0.085,0.06,JPL 80,0.4726,762,0.202
       (2010 LQ33),2.269,0.46,24.65,1.225,19.56,Y,N,0.872,0.04,0.01,JPL 26,0.2884,1250,0.227
523747 (2014 US192),2.205,0.7584,14.65,0.533,18.82,Y,N,0.873,0.077,0.01,JPL 39,0.301,1200,0.231
467372 (2004 LG),2.065,0.8967,71.17,0.213,18.11,Y,N,0.874,0.146,0.01,JPL 37,0.3321,1080,0.518
 68267 (2001 EA16),1.51,0.4273,38.83,0.865,17.04,Y,N,0.875,0.401,0.04,JPL 129,0.5314,677,0.0587
162998 (2001 SK162),1.926,0.4743,1.68,1.013,18.17,Y,Y,0.875,0.161,0.01,JPL 162,0.3687,976,0.0301
       (2010 LZ63),1.89,0.761,13.87,0.452,20.2,Y,Y,0.877,0.021,0.01,JPL 15,0.3794,949,0.0164
243566 (1995 SA),2.463,0.642,19.58,0.882,17.37,Y,Y,0.881,0.091,0.02,JPL 120,0.2549,1410,0.0407
 96590 (1998 XB),0.9079,0.3512,13.6,0.589,16.28,Y,N,0.882,0.489,0.22,JPL 573,1.139,316,0.114
       (2015 WC13),2.277,0.4668,23.42,1.214,19.61,Y,N,0.882,0.033,0.32,JPL 56,0.2869,1250,0.291
142464 (2002 TC9),1.234,0.1548,16.28,1.043,18.37,Y,N,0.886,0.118,0.01,JPL 341,0.7191,501,0.0611
       (2006 UR217),2.747,0.6082,17.61,1.076,19.84,Y,N,0.887,0.027,0.01,JPL 35,0.2165,1660,0.195
269690 (1996 RG3),2.001,0.6037,3.58,0.793,18.47,Y,Y,0.888,0.098,0.43,JPL 56,0.3482,1030,0.0022
       (2014 DC10),2.836,0.6593,13.48,0.966,19.98,Y,N,0.889,0.02,0.01,JPL 32,0.2063,1740,0.0568
 52387 Huitzilopochtli (1993 OM7),1.282,0.1896,24.15,1.039,17.77,Y,N,0.89,0.171,0.3,JPL 156,0.6789,530,0.0619
418094 (2007 WV4),1.486,0.4407,38.34,0.831,19.67,Y,Y,0.89,0.042,0.17,JPL 80,0.5439,662,0.0162
       (2010 AG79),2.897,0.582,33.04,1.211,20.04,Y,N,0.892,0.018,0.01,JPL 38,0.1999,1800,0.232
162173 Ryugu (1999 JU3),1.191,0.1911,5.87,0.963,19.55,Y,Y,0.896,0.045,0,JPL 257,0.7583,475,0.00117
241662 (2000 KO44),1.83,0.3885,28.62,1.119,17.66,Y,N,0.898,0.2,0.01,JPL 119,0.3982,904,0.225
  2608 Seneca (1978 DA),2.532,0.5651,14.43,1.101,17.48,Y,N,0.9,0.21,,JPL 24,0.2447,1470,0.155
  3551 Verenia (1983 RD),2.093,0.487,9.51,1.074,16.72,Y,N,0.9,0.37,,JPL 131,0.3256,1110,0.0749
 14827 Hypnos (1986 JK),2.841,0.6649,1.98,0.952,18.78,Y,Y,0.9,,,JPL 94,0.2058,1750,0.0153
168318 (1989 DA),2.162,0.5417,6.49,0.991,18.91,Y,Y,0.9,,,JPL 107,0.31,1160,0.0463
       (2010 MA113),2.693,0.6679,41.04,0.894,21.92,Y,N,0.903,,0.01,JPL 14,0.2231,1610,0.0797
162483 (2000 PJ5),0.8727,0.3737,51.18,0.547,17.53,Y,N,0.906,0.236,0.01,JPL 133,1.209,298,0.176
416801 (2005 GC120),1.193,0.4974,16.54,0.6,19.65,Y,Y,0.906,0.031,0.07,JPL 83,0.7559,476,0.00586
 19356 (1997 GH3),2.512,0.5576,3.01,1.111,17.01,Y,N,0.91,0.34,,JPL 101,0.2476,1450,0.123
       (2016 JU38),2.26,0.6497,40.21,0.792,19.58,Y,N,0.91,0.015,0.38,JPL 6,0.29,1240,0.146
 88213 (2001 AF2),0.954,0.5952,17.81,0.386,19.48,Y,N,0.912,0.028,0.42,JPL 89,1.058,340,0.172
243147 (2007 TX18),2.137,0.4155,7.36,1.249,17.39,Y,N,0.912,0.28,0.01,JPL 154,0.3155,1140,0.236
194386 (2001 VG5),2.301,0.6135,13.69,0.889,16.96,Y,N,0.916,0.353,0.52,JPL 336,0.2823,1280,0.116
       (2016 VM6),2.539,0.5131,26.7,1.236,19.75,Y,N,0.917,0.016,0.31,JPL 9,0.2437,1480,0.439
 65679 (1989 UQ),0.9148,0.2647,1.3,0.673,19.62,Y,Y,0.918,0.033,0.01,JPL 171,1.126,320,0.014
333889 (1998 SV4),0.8165,0.642,53.3,0.292,18.24,Y,N,0.919,0.11,0.27,JPL 174,1.336,269,0.336
349925 (2009 WC26),2.171,0.6973,12.02,0.657,17.35,Y,N,0.92,0.229,0.01,JPL 101,0.3081,1170,0.198
435404 (2008 AT28),2.209,0.4427,8.87,1.231,18.63,Y,N,0.921,0.083,0.24,JPL 70,0.3001,1200,0.291
       (2007 RU10),2.27,0.6873,15.42,0.71,19.1,Y,N,0.922,0.048,0.37,JPL 23,0.2882,1250,0.103
 35107 (1991 VH),1.137,0.1442,13.91,0.973,16.91,Y,Y,0.929,0.408,0.04,JPL 517,0.8126,443,0.0255
153814 (2001 WN5),1.712,0.467,1.92,0.912,18.29,Y,Y,0.932,0.097,0.01,JPL 187,0.4401,818,0.0015
  5381 Sekhmet (1991 JY),0.9475,0.2964,48.97,0.667,16.72,Y,N,0.935,0.507,0.04,JPL 106,1.069,337,0.114
       (2015 XD130),1.483,0.4633,32.99,0.796,19.47,Y,Y,0.936,0.032,0.28,JPL 60,0.546,659,0.0479
 10115 (1992 SK),1.249,0.325,15.32,0.843,17.1,Y,Y,0.938,0.318,0.29,JPL 357,0.7065,510,0.0444
       (2014 LQ25),2.022,0.6784,33.55,0.65,20.17,Y,N,0.938,0.02,0.32,JPL 19,0.3427,1050,0.0987
 85774 (1998 UT18),1.403,0.3288,13.59,0.942,19.09,Y,Y,0.939,0.042,0.01,JPL 195,0.5932,607,0.0363
       (2010 LG64),2.678,0.6051,42.11,1.058,19.81,Y,N,0.94,0.015,0.02,JPL 17,0.2249,1600,0.0574
 68278 (2001 FC7),1.436,0.1143,2.62,1.272,18.5,Y,N,0.942,0.087,0.04,JPL 308,0.5728,629,0.264
       (2015 FU332),2.64,0.7425,35.88,0.68,17.23,Y,N,0.944,0.261,0.35,JPL 40,0.2298,1570,0.261
       (2010 JF87),2.437,0.6205,24.92,0.925,19.12,Y,N,0.945,0.041,0.01,JPL 31,0.2591,1390,0.0512
438897 (2009 WN),1.38,0.2214,32.79,1.074,18.84,Y,N,0.946,0.06,0.04,JPL 64,0.6079,592,0.175
453687 (2010 VY190),1.81,0.3091,19.98,1.25,19.39,Y,N,0.948,0.037,0.21,JPL 44,0.4049,889,0.299
 40263 (1999 FQ5),1.495,0.1611,25.84,1.254,17.79,Y,N,0.954,0.177,0.18,JPL 187,0.5393,668,0.257
       (2000 AG205),2.294,0.5192,18.39,1.103,19.58,Y,N,0.955,0.026,0.01,JPL 32,0.2837,1270,0.272
       (2004 BZ74),3.062,0.8891,17.06,0.34,18.27,Y,N,0.962,0.11,0.02,JPL 38,0.184,1960,0.0535
386720 (2009 XC2),2.646,0.5824,25.78,1.105,17.04,Y,N,0.964,0.244,0.01,JPL 88,0.229,1570,0.395
138847 (2000 VE62),1.619,0.2879,22.18,1.153,17.07,Y,N,0.965,0.396,0.15,JPL 481,0.4785,752,0.158
       (2006 KL89),2.761,0.5384,13.74,1.274,18.64,Y,N,0.965,0.056,0.43,JPL 49,0.2149,1680,0.277
 90416 (2003 YK118),1.695,0.4924,7.83,0.86,18.86,Y,Y,0.968,0.062,0.01,JPL 140,0.4467,806,0.00216
137924 (2000 BD19),0.8764,0.8949,25.74,0.092,17.5,Y,N,0.97,0.247,0.04,JPL 243,1.201,300,0.0899
505657 (2014 SR339),1.299,0.3038,29.79,0.905,18.48,Y,Y,0.971,0.068,0.37,JPL 199,0.6654,541,0.0368
       (2014 HG4),2.77,0.7861,4.54,0.592,19.95,Y,N,0.975,0.022,0.09,JPL 37,0.2138,1680,0.0657
  7341 (1991 VK),1.841,0.5061,5.41,0.909,16.96,Y,Y,0.982,0.235,0.32,JPL 445,0.3944,913,0.0471
419880 (2011 AH37),2.548,0.6721,9.66,0.836,19.83,Y,Y,0.982,0.026,0.06,JPL 57,0.2423,1490,0.0348
377732 (2005 XJ8),1.931,0.6204,23.56,0.733,17.07,Y,Y,0.986,0.288,0.03,JPL 175,0.3672,980,0.0148
       (2015 AC17),2.259,0.4586,29.19,1.223,19.63,Y,N,0.986,0.02,0.41,JPL 10,0.2902,1240,0.242
477524 (2010 EH43),1.278,0.0441,37.54,1.221,18.67,Y,N,0.991,0.054,0.02,JPL 79,0.6824,528,0.228
315098 (2007 EX),0.8716,0.4174,18.7,0.508,16.74,Y,N,0.993,0.313,0.24,JPL 116,1.211,297,0.124
 68216 (2001 CV26),1.32,0.3267,17.99,0.889,16.61,Y,Y,0.994,0.449,0.04,JPL 485,0.65,554,0.0241
       (2011 BN59),3.055,0.6241,20.37,1.148,20.46,Y,N,0.994,0.013,0.4,JPL 13,0.1846,1950,0.319
414586 (2009 UV18),3.173,0.6328,8.34,1.165,16.13,Y,N,0.996,0.709,0.01,JPL 173,0.1744,2060,0.224
434740 (2006 GZ),1.528,0.3799,12.49,0.947,19.59,Y,N,0.997,0.031,0.43,JPL 51,0.5221,690,0.0831
  1221 Amor (1932 EA1),1.92,0.4347,11.87,1.085,17.38,Y,N,1,,,JPL 122,0.3704,972,0.111
  1566 Icarus (1949 MA),1.078,0.827,22.8,0.187,16.55,Y,Y,1,0.51,,JPL 182,0.8805,409,0.0342
  3908 Nyx (1980 PA),1.928,0.4592,2.19,1.042,17.45,Y,N,1,0.23,0.15,JPL 252,0.3682,978,0.0564
  9856 (1991 EE),2.242,0.6258,9.83,0.839,17.11,Y,Y,1,0.3,,JPL 194,0.2935,1230,0.0224
 52760 (1998 ML14),2.409,0.6233,2.43,0.907,17.5,Y,Y,1,,0.05,JPL 155,0.2636,1370,0.0166
       (2016 BT13),2.157,0.4851,40.87,1.11,19.29,Y,N,1.008,0.033,0.16,JPL 25,0.3112,1160,0.385
162269 (1999 VO6),1.135,0.7378,40.13,0.298,16.97,Y,N,1.01,0.274,0.18,JPL 183,0.8147,442,0.0768
329915 (2005 MB),0.9854,0.793,41.36,0.204,17.04,Y,N,1.012,0.249,0.14,JPL 42,1.008,357,0.0681
152889 (2000 CF59),1.679,0.6409,41.55,0.603,16.53,Y,N,1.022,0.388,0.01,JPL 212,0.4529,795,0.315
  2063 Bacchus (1977 HB),1.078,0.3494,9.44,0.701,17.21,Y,N,1.024,0.203,0.02,JPL 241,0.8806,409,0.0679
235086 (2003 HW11),2.352,0.4659,7.4,1.256,17.34,Y,N,1.024,0.168,0.32,JPL 159,0.2733,1320,0.249
410088 (2007 EJ),2.501,0.6294,8.33,0.927,18.2,Y,N,1.032,0.095,0.01,JPL 189,0.2492,1440,0.0573
141484 (2002 DB4),0.8579,0.3695,16.6,0.541,16.31,Y,N,1.034,0.455,0.04,JPL 191,1.24,290,0.152
276468 (2003 HQ32),1.979,0.3455,35.88,1.295,18.07,Y,N,1.034,0.114,0.37,JPL 93,0.3541,1020,0.481
175921 (2000 DM1),1.369,0.4838,20.7,0.707,18.32,Y,N,1.039,0.02,0.39,JPL 113,0.6153,585,0.142
488789 (2004 XK50),1.451,0.6886,38.23,0.452,19.13,Y,Y,1.039,0.038,0.08,JPL 32,0.5638,638,0.0415
285944 (2001 RZ11),2.192,0.5064,53.07,1.082,16.7,Y,N,1.044,0.407,0.04,JPL 128,0.3037,1190,0.0902
190166 (2005 UP156),2.117,0.47,4.21,1.122,17.27,Y,N,1.045,0.234,0.03,JPL 401,0.32,1130,0.132
364762 (2007 XC10),1.619,0.2261,47.94,1.253,19.38,Y,N,1.047,0.028,0.2,JPL 29,0.4783,753,0.411
162463 (2000 JH5),1.146,0.2382,22.21,0.873,17.97,Y,N,1.048,0.084,0.08,JPL 178,0.8038,448,0.11
373135 (2011 SD173),1.653,0.4974,4.39,0.831,19.52,Y,Y,1.05,0.025,0.4,JPL 65,0.4638,776,0.00161
  7482 (1994 PC1),1.349,0.3294,33.47,0.904,16.66,Y,Y,1.052,0.277,0.3,JPL 220,0.6293,572,0.000596
137032 (1998 UO1),1.595,0.7636,25.49,0.377,16.67,Y,N,1.055,0.183,0.32,JPL 255,0.4891,736,0.0594
 52750 (1998 KK17),1.427,0.5249,11.17,0.678,16.67,Y,N,1.059,0.471,0.01,JPL 292,0.5783,623,0.161
154276 (2002 SY50),1.704,0.6888,8.75,0.53,17.64,Y,Y,1.06,0.143,0.35,JPL 152,0.4429,813,0.00387
387505 (1998 KN3),1.542,0.8734,2.29,0.195,18.78,Y,Y,1.06,0.074,0.02,JPL 76,0.5146,700,0.0182
356394 (2010 QD2),2.009,0.7861,10.66,0.43,17.46,Y,N,1.071,0.152,0.33,JPL 72,0.3462,1040,0.0608
415986 (2002 AT5),2.665,0.5458,25.72,1.21,18.03,Y,N,1.072,0.088,0.37,JPL 51,0.2266,1590,0.223
215442 (2002 MQ3),0.9137,0.2743,36.29,0.663,18.52,Y,N,1.075,0.08,0.02,JPL 139,1.128,319,0.136
437994 (2003 UL12),3.28,0.7032,19.81,0.974,17.48,Y,N,1.078,0.2,0.02,JPL 108,0.1659,2170,0.256
349074 (2007 BM8),1.342,0.7208,27.64,0.375,18.42,Y,N,1.081,0.067,0.17,JPL 64,0.6343,568,0.407
455192 (2000 QN130),2.882,0.5767,2.68,1.22,18.37,Y,N,1.082,0.121,0.32,JPL 74,0.2015,1790,0.233
       (2016 WF9),2.85,0.6648,15.18,0.955,20.08,Y,Y,1.082,0.013,0.38,JPL 36,0.2049,1760,0.0101
492478 (2014 NB39),1.675,0.686,17.02,0.526,19.69,Y,N,1.084,0.024,0.15,JPL 29,0.4545,792,0.287
138359 (2000 GX127),1.142,0.3613,20.24,0.729,17.98,Y,N,1.085,0.095,0.03,JPL 156,0.8081,445,0.261
162903 (2001 JV2),1.305,0.2372,47.49,0.995,18.63,Y,N,1.086,0.06,0.01,JPL 43,0.6615,544,0.0891
 23183 (2000 OY21),1.824,0.4009,40.97,1.093,16.06,Y,N,1.098,0.64,0.05,JPL 278,0.4,900,0.258
154035 (2002 CV59),1.21,0.532,49.06,0.566,17.38,Y,N,1.098,0.149,0.12,JPL 89,0.7405,486,0.426
  2062 Aten (1976 AA),0.967,0.1829,18.93,0.79,17.11,Y,N,1.1,0.26,,JPL 149,1.037,347,0.114
 85182 (1991 AQ),2.22,0.7777,3.12,0.494,17.14,Y,Y,1.1,0.242,,JPL 162,0.2979,1210,0.0161
458436 (2011 AL52),2.802,0.6363,13.44,1.019,17.45,Y,Y,1.102,0.159,0.48,JPL 46,0.2101,1710,0.0395
363814 (2005 ND7),1.964,0.4824,52.57,1.017,17.97,Y,N,1.105,0.1,0.23,JPL 69,0.358,1010,0.191
154589 (2003 MX2),2.29,0.4587,7.18,1.24,16.58,Y,N,1.109,0.395,0.26,JPL 212,0.2844,1270,0.264
464798 (2004 JX20),0.9016,0.2657,10.53,0.662,19.37,Y,N,1.109,0.028,0.01,JPL 154,1.151,313,0.096
 99248 (2001 KY66),1.867,0.5073,10.61,0.92,16.55,Y,Y,1.115,0.429,0.04,JPL 288,0.3864,932,0.048
       (2015 HF11),2.098,0.419,35.07,1.219,19.28,Y,N,1.115,0.025,0.51,JPL 75,0.3244,1110,0.227
154029 (2002 CY46),1.89,0.4623,44.19,1.016,16.51,Y,N,1.119,0.098,0.04,JPL 198,0.3794,949,0.0877
       (2010 UB8),2.996,0.6175,31.13,1.146,19.25,Y,N,1.122,0.02,0.07,JPL 34,0.1901,1890,0.225
232382 (2003 BT47),2.335,0.4935,7.45,1.183,17.25,Y,N,1.123,0.154,0,JPL 155,0.2762,1300,0.209
139289 (2001 KR1),1.26,0.8413,23.26,0.2,17.75,Y,N,1.126,0.127,0.24,JPL 131,0.6972,516,0.177
  9162 Kwiila (1987 OA),1.497,0.5956,9.01,0.605,18.02,Y,N,1.127,0.088,0.23,JPL 155,0.5383,669,0.0809
       (2010 GF25),1.422,0.7365,38.49,0.375,19.34,Y,N,1.127,0.018,0.1,JPL 24,0.5815,619,0.399
       (2003 CC11),3.149,0.5878,11.51,1.298,19.09,Y,N,1.129,0.032,0.51,JPL 32,0.1764,2040,0.314
235756 (2004 VC),1.133,0.2589,39.15,0.84,18.58,Y,Y,1.136,0.042,0.03,JPL 93,0.8169,441,0.0354
371336 (2006 KD1),2.48,0.7849,30.79,0.533,17.38,Y,N,1.137,0.18,0.12,JPL 69,0.2523,1430,0.413
164206 (2004 FN18),1.701,0.4096,18.28,1.004,17.69,Y,N,1.138,0.124,0.42,JPL 128,0.4443,810,0.112
 85839 (1998 YO4),1.654,0.2481,9.32,1.243,16.63,Y,N,1.14,0.405,0.01,JPL 390,0.4635,777,0.242
326388 (2001 QD96),1.274,0.4963,17.96,0.642,18.39,Y,N,1.142,0.071,0.02,JPL 111,0.6855,525,0.233
434632 (2005 WE),1.151,0.2513,12.37,0.862,19.88,Y,N,1.15,0.019,0.01,JPL 60,0.7981,451,0.126
159560 (2001 TO103),2.214,0.4342,25.73,1.253,17.12,Y,N,1.156,0.209,0.3,JPL 122,0.2992,1200,0.475
 86666 (2000 FL10),1.463,0.4271,29.01,0.838,16.92,Y,N,1.165,0.228,0.46,JPL 335,0.5569,646,0.0815
230118 (2001 DB3),2.683,0.5604,24.5,1.179,17.09,Y,N,1.166,0.15,0.01,JPL 101,0.2243,1600,0.44
614603 (2010 CM),2.628,0.5303,7.43,1.234,18.52,Y,N,1.168,0.057,0.23,JPL 35,0.2314,1560,0.27
323179 (2003 HR32),1.748,0.6869,8.28,0.547,18.12,Y,N,1.17,0.068,0.02,JPL 88,0.4264,844,0.141
 26817 (1987 QB),2.804,0.5938,3.5,1.139,19.49,Y,N,1.172,0.027,0.61,JPL 38,0.2099,1720,0.128
100926 (1998 MQ),1.783,0.4074,24.24,1.057,16.64,Y,N,1.174,0.234,0.14,JPL 278,0.414,870,0.13
       (2016 GB241),3.246,0.6112,15.28,1.262,19.14,Y,N,1.177,0.024,0.4,JPL 30,0.1685,2140,0.253
397237 (2006 KZ112),2.523,0.887,37.83,0.285,16.75,Y,N,1.18,0.269,0.03,JPL 77,0.246,1460,0.53
 68548 (2001 XR31),1.707,0.4368,22.72,0.961,16.57,Y,Y,1.182,0.289,0.04,JPL 250,0.4419,815,0.0247
       (2015 OA22),3.509,0.6941,45.43,1.073,19.82,Y,N,1.184,0.013,0.52,JPL 19,0.1499,2400,0.0672
       (2010 OP1),2.779,0.6188,18.44,1.06,19.36,Y,N,1.188,0.025,0.05,JPL 31,0.2127,1690,0.258
 54401 (2000 LM),1.711,0.2624,18.95,1.262,17.23,Y,N,1.189,0.181,0.19,JPL 209,0.4405,817,0.356
511243 (2014 BS32),1.576,0.2173,11.64,1.234,18.9,Y,N,1.195,0.037,0.21,JPL 87,0.498,723,0.315
175706 (1996 FG3),1.055,0.3501,1.97,0.686,18.32,Y,Y,1.196,0.072,0.36,JPL 159,0.9095,396,0.0281
       (2014 XX7),2.911,0.5928,36.65,1.185,19.24,Y,N,1.198,0.015,0.38,JPL 57,0.1984,1810,0.199
297274 (1996 SK),2.445,0.7905,1.97,0.512,16.93,Y,Y,1.199,0.234,0.02,JPL 83,0.2577,1400,0.00627
355770 (2008 RE80),1.481,0.2461,16.59,1.117,18.37,Y,N,1.199,0.054,0.5,JPL 104,0.5466,659,0.138
  1865 Cerberus (1971 UA),1.08,0.4668,16.1,0.576,16.79,Y,N,1.2,0.22,,JPL 360,0.8782,410,0.157
   46P/Wirtanen,3.093,0.6588,11.75,1.055,,Y,,1.2,,,JPL K243/4,0.1812,1990,0.0713
249886 (2001 RY11),1.483,0.2833,22.84,1.063,17.62,Y,N,1.201,0.051,0.04,JPL 187,0.5457,660,0.199
612929 (2005 CR37),1.904,0.4686,26.05,1.012,18.9,Y,N,1.201,0.034,0.24,JPL 51,0.3751,960,0.0636
499490 (2010 MW),2.278,0.4709,21.36,1.205,19,Y,N,1.202,0.031,0.4,JPL 50,0.2867,1260,0.387
       (2016 BZ14),2.86,0.6655,31.16,0.957,18.44,Y,Y,1.214,0.052,0.07,JPL 97,0.2037,1770,0.0325
394130 (2006 HY51),2.589,0.9685,33.58,0.081,17.22,Y,N,1.218,0.157,0.23,JPL 76,0.2367,1520,0.113
 66251 (1999 GJ2),1.536,0.1979,11.28,1.232,16.99,Y,N,1.222,0.187,0.23,JPL 539,0.518,695,0.248
138883 (2000 YL29),1.536,0.3439,21.89,1.008,16.84,Y,N,1.222,0.247,0.22,JPL 247,0.5177,695,0.139
137084 (1998 XS16),1.212,0.4967,26.56,0.61,16.48,Y,N,1.228,0.322,0.04,JPL 423,0.7385,487,0.405
142040 (2002 QE15),1.667,0.3446,28.25,1.093,16.26,Y,N,1.232,0.353,0.05,JPL 423,0.458,786,0.116
 53430 (1999 TY16),2.099,0.4035,60.41,1.252,16.66,Y,N,1.233,0.266,0.32,JPL 187,0.3242,1110,0.291
277616 (2006 BN6),2.577,0.6943,18.75,0.788,17.41,Y,N,1.236,0.119,0.01,JPL 91,0.2383,1510,0.173
218863 (2006 WO127),2.197,0.5477,11.03,0.994,16.34,Y,N,1.237,0.418,0.01,JPL 349,0.3027,1190,0.0761
413038 (2001 MF1),2.648,0.5773,23.98,1.119,16.93,Y,N,1.237,0.301,0.03,JPL 139,0.2287,1570,0.341
455795 (2005 SF),1.951,0.6545,10.11,0.674,18.84,Y,N,1.242,0.035,0.1,JPL 36,0.3617,995,0.131
194268 (2001 UY4),1.453,0.7875,5.44,0.309,18.34,Y,Y,1.244,0.055,0.02,JPL 114,0.5628,640,0.0259
 86067 (1999 RM28),1.817,0.3236,30.55,1.229,16.46,Y,N,1.245,0.314,0.21,JPL 268,0.4024,895,0.365
       (2016 SD),2.811,0.7103,6.33,0.815,18.88,Y,N,1.246,0.032,0.04,JPL 59,0.2091,1720,0.0842
620091 (2015 FD341),0.9552,0.6751,20.54,0.31,17.73,Y,N,1.248,0.094,0.42,JPL 23,1.056,341,0.124
450238 (2002 XN40),2.17,0.4267,25.62,1.244,18.36,Y,N,1.25,0.059,0.07,JPL 57,0.3083,1170,0.313
322763 (2001 FA7),2.007,0.536,22.83,0.931,17.21,Y,N,1.252,0.196,0.03,JPL 132,0.3466,1040,0.104
       (2012 LZ1),2.558,0.5897,26.09,1.05,19.91,Y,Y,1.252,0.012,0.47,JPL 54,0.2409,1490,0.0462
413123 (2001 XS1),2.671,0.5564,10.94,1.185,18.99,Y,N,1.258,0.03,0.49,JPL 68,0.2258,1590,0.205
       (2004 MX2),2.762,0.7186,18.1,0.777,19.3,Y,Y,1.258,0.021,0.08,JPL 28,0.2147,1680,0.000721
212359 (2006 EV52),2.016,0.7073,15.95,0.59,16.7,Y,N,1.261,0.232,0.48,JPL 134,0.3443,1050,0.257
140288 (2001 SN289),1.784,0.5082,53.19,0.877,16.74,Y,Y,1.263,0.231,0.04,JPL 102,0.4135,871,0.016
137062 (1998 WM),1.225,0.3153,22.52,0.838,16.77,Y,N,1.265,0.411,0.04,JPL 357,0.7273,495,0.167
431107 (2006 GU),2.694,0.5845,17.68,1.119,17.7,Y,N,1.266,0.092,0.52,JPL 99,0.2229,1620,0.153
       (2015 PC),2.156,0.7556,8.02,0.527,19.4,Y,N,1.266,0.019,0.22,JPL 32,0.3114,1160,0.12
331792 (2003 MT2),2.685,0.5337,27.92,1.252,16.02,Y,N,1.275,0.499,0.23,JPL 147,0.224,1610,0.374
429746 (2011 SA16),2.733,0.5328,20.12,1.277,17.27,Y,N,1.275,0.131,0.4,JPL 55,0.2181,1650,0.328
103067 (1999 XA143),1.844,0.5812,38.56,0.772,16.83,Y,Y,1.282,0.246,0.03,JPL 169,0.3937,914,0.0422
510262 (2011 HJ61),1.484,0.4178,21.08,0.864,19.2,Y,N,1.284,0.02,0.5,JPL 53,0.5453,660,0.124
       (2015 KL157),2.643,0.6175,35.52,1.011,18.68,Y,Y,1.288,0.024,0.01,JPL 35,0.2293,1570,0.00295
153219 (2000 YM29),2.089,0.4356,40.33,1.179,18.54,Y,N,1.289,0.035,0.01,JPL 120,0.3265,1100,0.196
  7088 Ishtar (1992 AA),1.981,0.3903,8.3,1.208,16.84,Y,N,1.298,0.26,0.26,JPL 272,0.3535,1020,0.226
 11885 Summanus (1990 SS),1.703,0.4744,19.43,0.895,18.52,Y,N,1.298,0.033,0.45,JPL 82,0.4434,812,0.0686
  4544 Xanthus (1989 FB),1.042,0.2501,14.14,0.781,17.38,Y,N,1.3,,,JPL 405,0.9267,388,0.173
 29075 (1950 DA),1.699,0.5077,12.16,0.836,17.29,Y,Y,1.3,0.07,0.13,JPL 265,0.4451,809,0.0385
 55532 (2001 WG2),1.794,0.6957,38.55,0.546,16.13,Y,N,1.306,0.376,0.04,JPL 166,0.4101,878,0.339
380188 (2000 WC67),2.674,0.5823,9.93,1.117,18.84,Y,N,1.312,0.037,0.02,JPL 52,0.2255,1600,0.212
 11398 (1998 YP11),1.721,0.3895,15.02,1.05,16.38,Y,N,1.316,0.318,0.35,JPL 493,0.4367,824,0.204
       (2004 TG10),2.236,0.861,4.19,0.311,19.44,Y,Y,1.316,0.018,0.6,JPL 35,0.2947,1220,0.0232
 66391 Moshup (1999 KW4),0.6424,0.6884,38.88,0.2,16.64,Y,Y,1.317,,0.04,JPL 366,1.914,188,0.0145
       (2016 GU216),2.46,0.7196,20.77,0.69,18.46,Y,N,1.317,0.037,0.41,JPL 25,0.2555,1410,0.279
153195 (2000 WB1),1.301,0.619,41.11,0.496,17.51,Y,N,1.327,0.1,0.44,JPL 93,0.6638,542,0.0909
399433 (2001 YK4),2.654,0.777,4.38,0.592,18.58,Y,N,1.339,0.021,0.56,JPL 51,0.2279,1580,0.0644
  5863 Tara (1983 RB),2.222,0.5065,19.49,1.097,15.84,Y,N,1.345,0.488,0.5,JPL 271,0.2976,1210,0.234
